loss,acc,val_loss,val_acc
0.052247903135139495,0.8568465113639832,0.029625285416841507,0.9730339050292969
0.05223817024671007,0.9524521827697754,0.030515842139720917,0.9722232818603516
0.05425453647330869,0.9506174325942993,0.03038383275270462,0.9723434448242188
0.05349093029508367,0.951311469078064,0.025323351845145226,0.9769496917724609
0.05294061594759114,0.951813280582428,0.0381348542869091,0.9652881622314453
0.05113613394496497,0.953454852104187,0.02931096963584423,0.9733200073242188
0.05401839084515814,0.9508315920829773,0.02958756685256958,0.9730682373046875
0.04929316516791005,0.9551340341567993,0.01819467544555664,0.9834384918212891
0.051864150969777256,0.9527915120124817,0.033526986837387085,0.969482421875
0.05143479898106307,0.9531841278076172,0.041770435869693756,0.9619789123535156
0.05200580558448564,0.9526638388633728,0.037183523178100586,0.9661540985107422
0.05069316206208896,0.9538586139678955,0.04792473092675209,0.9563770294189453
0.05246234902006108,0.9522479176521301,0.04408379644155502,0.9598731994628906
0.05247857208451023,0.952232837677002,0.020032372325658798,0.9817657470703125
0.052393887206562795,0.9523108005523682,0.04363956302404404,0.9602775573730469
0.05110380220867228,0.9534841179847717,0.038532983511686325,0.9649257659912109
0.051161295938072726,0.953433632850647,0.03209370747208595,0.9707870483398438
0.05211539119773079,0.9525638818740845,0.03773462399840355,0.965667724609375
0.05223740063956939,0.9524537920951843,0.04450707510113716,0.9594879150390625
0.051861499348888174,0.9527940154075623,0.0377136692404747,0.9656715393066406
0.05308035544294398,0.9516865611076355,0.02838059514760971,0.9741668701171875
0.048828567218151875,0.9555543065071106,0.029602235183119774,0.9730548858642578
0.05034445189812686,0.9541760087013245,0.03895416855812073,0.9645423889160156
0.05393806012580171,0.9509057998657227,0.03085949458181858,0.9719104766845703
0.05382698563334998,0.9510064125061035,0.01704428344964981,0.9844856262207031
0.05146097613032907,0.953160285949707,0.017050566151738167,0.9844799041748047
0.050399702857248485,0.954126238822937,0.020455652847886086,0.9813804626464844
0.05319532628345769,0.951580286026001,0.041678234934806824,0.9620628356933594
0.05261071592394728,0.9521151781082153,0.02204189822077751,0.9799365997314453
0.05207118976977654,0.9526039958000183,0.03363385051488876,0.9693851470947266
0.05219586823659483,0.9524908065795898,0.026721008121967316,0.975677490234375
0.05270352031220682,0.9520283937454224,0.020765777677297592,0.9811058044433594
0.051831491698976606,0.9528225064277649,0.016581188887357712,0.9849071502685547
0.0517386053543305,0.9529082179069519,0.02825067564845085,0.9742851257324219
0.052641557980678044,0.9520865678787231,0.03843240067362785,0.9650173187255859
0.047727742421557195,0.9565575122833252,0.022016752511262894,0.9799594879150391
0.05100552954536397,0.9535757303237915,0.027366401627659798,0.9750900268554688
0.052183262843755074,0.9525020122528076,0.03655698895454407,0.9667243957519531
0.05053924539242871,0.9539995789527893,0.0331791415810585,0.9697990417480469
0.04986476033809595,0.9546129107475281,0.030995700508356094,0.9717864990234375
0.051291949464939535,0.9533141255378723,0.03131629899144173,0.9714946746826172
0.0502485528413672,0.9542626738548279,0.03231582045555115,0.9705848693847656
0.05211447348119691,0.9525641798973083,0.04368356987833977,0.9602375030517578
0.05148675973759964,0.9531364440917969,0.028508415445685387,0.9740505218505859
0.053197863744571805,0.9515786170959473,0.03298845887184143,0.9699726104736328
0.052888196893036366,0.9518604874610901,0.05290767550468445,0.9518413543701172
0.05299388605635613,0.9517648220062256,0.03468367084860802,0.9684295654296875
0.05124251017696224,0.9533579349517822,0.020801400765776634,0.9810657501220703
0.05087153606291395,0.9536955952644348,0.0440523661673069,0.9599018096923828
