loss,acc,val_loss,val_acc
0.06271572053083219,0.07242552936077118,0.12972111999988556,0.041290283203125
0.07795106471166946,0.0706840455532074,10148.70703125,0.0235163364559412
0.07026816383586265,0.07254135608673096,0.1314021199941635,0.0540262870490551
0.06070959102362394,0.07321401685476303,0.13748405873775482,0.1174841970205307
0.07048833789303899,0.06767438352108002,0.10501867532730103,0.13035160303115845
0.05453852099890355,0.0720389187335968,0.08149311691522598,0.1113026961684227
0.055515534288133495,0.07537336647510529,0.09512970596551895,0.11052533984184265
0.04968828256824054,0.07334498316049576,0.10129660367965698,0.10503726452589035
0.05158063772250898,0.0737123191356659,0.08381964266300201,0.0749732106924057
0.04952923199743964,0.07414691150188446,0.11578884720802307,0.0823449045419693
0.047719604219309986,0.07091601192951202,0.09920239448547363,0.1344570517539978
0.044100932995206676,0.07099346071481705,0.13495193421840668,0.14023590087890625
0.0721017069008667,0.06527043879032135,0.0970345214009285,0.07097964733839035
0.0864940064784605,0.038299039006233215,0.1163204088807106,0.04360198974609375
0.08644796561566181,0.03564269840717316,0.15067337453365326,0.06869421899318695
0.08534667038475163,0.034516360610723495,0.11073630303144455,0.0481160469353199
0.08486605872167274,0.03474254906177521,0.16655117273330688,0.06806352734565735
0.0865952862368431,0.034667935222387314,0.1427306830883026,0.0666080042719841
0.0842334589397069,0.033478133380413055,0.12076122313737869,0.05433230847120285
0.08539060523617081,0.033662326633930206,0.1233491525053978,0.0446099191904068
0.08519371424335986,0.03334454074501991,0.11230431497097015,0.07000986486673355
0.08455766952829435,0.03294938802719116,0.13984698057174683,0.06325022131204605
0.08709750909474678,0.0350840762257576,0.09269291907548904,0.0771314799785614
0.0844626511388924,0.03343728557229042,0.10578621923923492,0.09320068359375
0.0844441405206453,0.0332583524286747,0.10204192250967026,0.0792575404047966
0.08605021925177425,0.03317052870988846,0.09156830608844757,0.0755360946059227
0.0844782622589264,0.03334354609251022,0.1326468586921692,0.0566016286611557
0.08464167031343095,0.03315671160817146,0.12257492542266846,0.0536736398935318
0.08501429233001545,0.03280698508024216,0.11068841069936752,0.05849456787109375
0.0854822905967012,0.03406425938010216,0.0975097194314003,0.0758073627948761
