loss,acc,val_loss,val_acc
0.045307275308005046,0.8443371057510376,0.03564959764480591,0.9711854457855225
0.0484970362886088,0.9322201609611511,0.03957092761993408,0.9597947597503662
0.05528110639716033,0.9273148775100708,0.037601880729198456,0.9670783281326294
0.05439248602488078,0.9391449689865112,0.04682066664099693,0.9481557011604309
0.05423057693406008,0.9422782063484192,0.03261231258511543,0.9516898393630981
0.0530338921234943,0.9272199273109436,0.021599357947707176,0.5090976357460022
0.050321005983278155,0.9442284107208252,0.023087652400135994,0.954538106918335
0.03977501373447012,0.9602338075637817,0.042195383459329605,0.9687516689300537
0.03723688928948832,0.9626461863517761,0.04801647365093231,0.9600440263748169
0.03969953674823046,0.9469231367111206,0.03306889161467552,0.9778976440429688
0.049821373919257894,0.9478991031646729,0.041233427822589874,0.9627448320388794
0.0501902785472339,0.9484375715255737,0.017847133800387383,0.9682862758636475
0.05124833442096133,0.9472346901893616,0.02191721647977829,0.9808790683746338
0.05149154861283023,0.9484179615974426,0.024421581998467445,0.9747340083122253
0.0514987972273957,0.9494514465332031,0.03672124072909355,0.9666621088981628
0.05068164299882483,0.9492810368537903,0.022395141422748566,0.9832136631011963
0.049815736812888645,0.9512860774993896,0.02735315077006817,0.9585062861442566
0.045828287315089256,0.95367431640625,0.04248374328017235,0.8787028193473816
0.037816349853528664,0.9660813808441162,0.01760024204850197,0.981196939945221
0.03437191914417781,0.9349535703659058,0.024201728403568268,0.9856194257736206
0.03647933167667361,0.9667911529541016,0.03615235537290573,0.9718373417854309
0.03231531006167643,0.9700532555580139,0.020188719034194946,0.9764175415039062
0.03155890407651896,0.9452635645866394,0.012603363953530788,0.10508473962545395
0.03330437574913958,0.9181737899780273,0.028318902477622032,0.0487111397087574
0.052109212876530364,0.9084044694900513,0.017029814422130585,0.9670901894569397
0.05350445237127133,0.9435698390007019,0.04146570339798927,0.08299509435892105
0.05221542340586893,0.9463228583335876,0.025925252586603165,0.9302334189414978
0.05462952970992774,0.9431056976318359,0.026123618707060814,0.8720906376838684
0.054246684099780396,0.9403722286224365,0.030455775558948517,0.8230726718902588
0.05282112465647515,0.9410351514816284,0.024767395108938217,0.7935146689414978
