loss,acc,jaccard_coef_int,val_loss,val_acc,val_jaccard_coef_int
0.74303445762489,0.9802640676498413,0.5760258436203003,1.7777535915374756,0.9669189453125,0.22042536735534668
0.5402816126821562,0.9857076406478882,0.6537948846817017,1.2198615074157715,0.9668426513671875,0.38153350353240967
0.4868868736026343,0.987144947052002,0.681050181388855,2.6053128242492676,0.9756660461425781,0.08963263034820557
0.46781259989365936,0.9875470995903015,0.691921055316925,1.1406505107879639,0.9706001281738281,0.40024715662002563
0.45640908493078314,0.9879988431930542,0.697584867477417,1.218377947807312,0.9706401824951172,0.37068986892700195
0.4365319475706201,0.9883783459663391,0.7088271379470825,1.3879554271697998,0.9744758605957031,0.30380749702453613
0.42248126182821577,0.988743007183075,0.7165505886077881,1.0850766897201538,0.9704303741455078,0.42423397302627563
0.42022823488223365,0.9887692332267761,0.7183548808097839,0.8903951048851013,0.971405029296875,0.5112068057060242
0.40729245013790205,0.9890961647033691,0.7254379987716675,0.918429434299469,0.9777011871337891,0.4737297296524048
0.40137914881343023,0.9892158508300781,0.7289766073226929,1.31239914894104,0.9704303741455078,0.33796411752700806
0.39646152589702977,0.9892846941947937,0.732052206993103,4.060877799987793,0.7543373107910156,0.11468134820461273
0.39554746652720496,0.9893897175788879,0.732235848903656,1.5384979248046875,0.9456558227539062,0.32633084058761597
0.3887786515580956,0.9896268844604492,0.7359310388565063,0.8842136263847351,0.9740200042724609,0.5042023062705994
0.38500969572342003,0.9896588325500488,0.7384735941886902,0.7537248134613037,0.9758529663085938,0.5664800405502319
0.3769680613419041,0.9898785352706909,0.7430323958396912,0.9603837132453918,0.9788894653320312,0.4501273036003113
0.3815538522612769,0.9897158741950989,0.7405774593353271,0.9906635284423828,0.9795341491699219,0.43488195538520813
0.3775408869259991,0.9899021983146667,0.7425168752670288,1.6656334400177002,0.9403209686279297,0.29975178837776184
0.3737097936624195,0.9899805784225464,0.7448023557662964,1.2997589111328125,0.9686737060546875,0.34739410877227783
0.36410299463314005,0.9902275204658508,0.7504702210426331,1.2683165073394775,0.9475421905517578,0.42140477895736694
0.3668049744446762,0.9901537895202637,0.7490218281745911,1.217682123184204,0.9553470611572266,0.4172898530960083
0.35993879034067505,0.9903244972229004,0.752933919429779,1.1401548385620117,0.9702167510986328,0.40158987045288086
0.36114202525932343,0.9902560114860535,0.7525087594985962,0.8861488699913025,0.9670295715332031,0.5310534834861755
0.3597054171434138,0.990317165851593,0.7532291412353516,0.719491183757782,0.9804821014404297,0.565520167350769
0.3545021154917777,0.9904028177261353,0.7567041516304016,0.8279015421867371,0.9715633392333984,0.5439848899841309
0.3545346200291533,0.9904038310050964,0.7565441727638245,2.285092353820801,0.8872165679931641,0.24277907609939575
0.3497009678569157,0.9906091690063477,0.7589656710624695,0.45960426330566406,0.9849948883056641,0.708885908126831
0.351272607332794,0.9905964732170105,0.7578996419906616,1.2651658058166504,0.9530620574951172,0.40504854917526245
0.34864845803240313,0.990618109703064,0.759808361530304,0.49979373812675476,0.984405517578125,0.6838139295578003
0.34618938794592397,0.9906684160232544,0.7612608671188354,0.792441189289093,0.9747676849365234,0.5498025417327881
0.3409416716662236,0.9908726811408997,0.7640559077262878,0.6709674596786499,0.9795646667480469,0.5981016159057617
0.34524079037073535,0.9907182455062866,0.7618427276611328,0.7831066846847534,0.9754104614257812,0.5521548986434937
0.34351692503551023,0.9907761812210083,0.7627061605453491,0.788533091545105,0.9722423553466797,0.5629699230194092
0.337593652686337,0.9909293055534363,0.7663127183914185,1.069783091545105,0.9572048187255859,0.47710055112838745
0.336907227023039,0.9909420013427734,0.7666530013084412,0.8267496824264526,0.9741477966308594,0.5338914394378662
0.3359156562888529,0.9909673929214478,0.7672999501228333,0.5143681168556213,0.9850425720214844,0.6708804368972778
0.3328868520795368,0.9910105466842651,0.7693328261375427,0.7092898488044739,0.9755401611328125,0.5937305092811584
0.3318987645383459,0.9910371899604797,0.7699027061462402,0.6863048076629639,0.9740467071533203,0.6146063804626465
0.3317405957670417,0.9909917116165161,0.770293116569519,0.46568915247917175,0.9844646453857422,0.7076180577278137
0.32984657620545477,0.9910601377487183,0.7714049816131592,3.2396888732910156,0.8474864959716797,0.12697766721248627
0.332956767041469,0.9909764528274536,0.7695426940917969,1.6363353729248047,0.9222583770751953,0.35452038049697876
0.32542852898477576,0.9912603497505188,0.7735766172409058,0.7287461757659912,0.9722480773925781,0.5969293713569641
0.3249250316817779,0.9912168383598328,0.7742523550987244,1.0668549537658691,0.9616432189941406,0.46270203590393066
0.3271837908017915,0.991217315196991,0.7724853754043579,1.1749608516693115,0.9566192626953125,0.43167150020599365
0.32315989159978925,0.9912818670272827,0.7752963304519653,2.1326684951782227,0.8762493133544922,0.3077751398086548
0.32325723695685155,0.9912015199661255,0.7755708694458008,1.4205673933029175,0.9363059997558594,0.3947301506996155
0.3219722840702161,0.9912564158439636,0.7762265205383301,0.7540786266326904,0.9830570220947266,0.5358280539512634
0.3208860981860198,0.9914010763168335,0.776215136051178,1.7749066352844238,0.9132289886474609,0.3308890759944916
0.3192867137840949,0.991378664970398,0.7775863409042358,0.9919472336769104,0.9606361389160156,0.5026881694793701
0.32051493821199983,0.9913606643676758,0.7767640352249146,1.9592405557632446,0.9053020477294922,0.29249340295791626
0.31844365105498584,0.9913581609725952,0.7783517241477966,1.340410590171814,0.9485244750976562,0.38915857672691345
0.31619451186270453,0.9914780855178833,0.779415488243103,0.9041478633880615,0.9708366394042969,0.5069754123687744
