loss,acc,jaccard_coef_int
0.9068197115790099,0.9762877821922302,0.5134817957878113
0.6722742973593995,0.9826657176017761,0.5910812616348267
0.6308524397783912,0.9838166236877441,0.6118577122688293
0.5692950957454741,0.985045850276947,0.6404027342796326
0.550915443408303,0.9856436848640442,0.6494468450546265
0.5334868653328158,0.986009418964386,0.6592628359794617
0.5201867079595104,0.9862183332443237,0.6665199995040894
0.5035639817942865,0.9864815473556519,0.6749114990234375
0.4968211460043676,0.9868676662445068,0.6776589155197144
0.5093047346454114,0.9865540862083435,0.6714964509010315
0.496422887488734,0.9867323040962219,0.6793144345283508
0.47849662945372984,0.987247109413147,0.6885271668434143
0.46640466175740586,0.987593948841095,0.6941751837730408
0.47063836836023254,0.9874992966651917,0.6921862363815308
0.45811715148156507,0.9877148270606995,0.6984448432922363
0.4680422816774808,0.9875068068504333,0.6934633255004883
0.45224686672445386,0.9879775047302246,0.7028056979179382
0.4604073293157853,0.9878299832344055,0.6974141001701355
0.45028320162091406,0.9879245162010193,0.7031151056289673
0.4595158836222254,0.9878251552581787,0.6977624297142029
0.4404150834772736,0.9879820942878723,0.7096723318099976
0.4393936253734864,0.9880650639533997,0.7095855474472046
0.43257288200547916,0.9883310198783875,0.7136247754096985
0.449542254966218,0.9876941442489624,0.7050583362579346
0.4370619148015976,0.98824542760849,0.7108913064002991
0.42586658159270885,0.9887751340866089,0.7154313921928406
0.4354784774011932,0.9884153604507446,0.7108255624771118
0.4354802314774133,0.9882440567016602,0.7119438052177429
0.42102310792542996,0.9887927770614624,0.7184737920761108
0.41815615360392255,0.988717257976532,0.7208641767501831
0.4121259515057318,0.9887847900390625,0.7245195508003235
0.4148576015024446,0.9888259172439575,0.7225162982940674
0.41248590420000253,0.9890444874763489,0.7230198383331299
0.40535334548912944,0.9889650344848633,0.7283728122711182
0.39986665406031535,0.9891310930252075,0.7316721677780151
0.4068539808969945,0.9890393614768982,0.7276239395141602
0.4059096825658344,0.9889582991600037,0.7280439138412476
0.39987838597153313,0.9892823100090027,0.7311534881591797
0.40448124407557773,0.9891016483306885,0.7282246351242065
0.40224667623406274,0.9891636371612549,0.7298733592033386
0.4052509463159367,0.9890705943107605,0.7280908823013306
0.3962829772150144,0.9892160296440125,0.7334867715835571
0.3927153041004203,0.9894723296165466,0.7348387837409973
0.3899830964393914,0.9895223379135132,0.7368344068527222
0.3866005877149291,0.9894547462463379,0.7388920187950134
0.3933877233881503,0.9893229007720947,0.734970211982727
0.3843830241588876,0.9896109700202942,0.7400164604187012
0.3868220704316627,0.9895802140235901,0.7383578419685364
0.38200854521710426,0.9896979928016663,0.741182804107666
0.3828369858849328,0.9895492792129517,0.7414048910140991
0.37391170746413993,0.9898898601531982,0.7461054921150208
0.3645861415716354,0.9901715517044067,0.7512987852096558
0.35932803422474535,0.9900832176208496,0.7555283308029175
0.35900007881573404,0.990116536617279,0.7556173205375671
0.35998935472453014,0.9902321100234985,0.7542052865028381
0.360691181011498,0.9902140498161316,0.7536319494247437
0.3634829389746301,0.9900057911872864,0.7531384229660034
0.35790277166524903,0.9901823997497559,0.7559561729431152
0.36211816953727977,0.9901559948921204,0.7531601190567017
0.35491789537481966,0.9903795123100281,0.757111668586731
0.35311678210273384,0.9903656244277954,0.7582594156265259
0.35991264031035824,0.9902965426445007,0.7539487481117249
0.35375542755937206,0.9903808832168579,0.7580601572990417
0.3553018103353679,0.9902223944664001,0.7575199604034424
0.35539554776623844,0.9903855919837952,0.7568418979644775
0.35258039268665015,0.9903404712677002,0.7589039206504822
0.3543986827018671,0.9904152154922485,0.7573140859603882
0.35565260084113104,0.9904676675796509,0.7560182213783264
0.3516884501383174,0.990664541721344,0.7579289674758911
0.3547822010121308,0.9903217554092407,0.7577003240585327
0.34948548148968256,0.9905665516853333,0.7599873542785645
0.3526428386452608,0.9904188513755798,0.7584056854248047
0.35108557164203374,0.9904927611351013,0.759199321269989
0.350836853927467,0.9907171726226807,0.7581547498703003
0.35318214086582883,0.9905469417572021,0.7574087977409363
0.3503475816687569,0.9906692504882812,0.7587493062019348
0.3442832252359949,0.9907254576683044,0.762874960899353
0.3492704342817888,0.99043869972229,0.7606953978538513
0.3513019704434555,0.9903968572616577,0.759607195854187
0.3547883212682791,0.9903726577758789,0.7576440572738647
0.3479703870427329,0.9906067252159119,0.7611209154129028
0.3519409897737205,0.9904776215553284,0.758687436580658
0.34635736810741946,0.9905598163604736,0.7623363137245178
0.35121175767853857,0.9904966354370117,0.7592575550079346
0.3482168748159893,0.9905617237091064,0.7610993385314941
0.3470033039688133,0.9904651045799255,0.7623144388198853
0.34641746347770097,0.9907603859901428,0.7612138986587524
0.3422069432330318,0.990694522857666,0.764625072479248
0.3463917458662763,0.9905752539634705,0.7623770833015442
0.3458614136616234,0.9906566739082336,0.7622938752174377
0.3489133745955769,0.9903597831726074,0.7615243196487427
0.35074119342025367,0.9905456304550171,0.759292483329773
0.3477222148794681,0.9906240701675415,0.7610102891921997
0.3447193373576738,0.9906414151191711,0.7631773352622986
0.34622444891138004,0.990567147731781,0.7624685764312744
0.34623466719640417,0.9905022382736206,0.7628809809684753
0.3485931865172461,0.9905533194541931,0.7607117891311646
0.3443614032061305,0.9906823635101318,0.7632555365562439
0.3437803172040731,0.9905649423599243,0.7643784284591675
